ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,MTurkCode,CF_ID,Intro,AS_vig,AS,AS_T_1,AS_T_2,AS_T_3,AS_T_4,AA_vig,AA,AA_T_1,AA_T_2,AA_T_3,AA_T_4,FS_vig,FS,FS_T_1,FS_T_2,FS_T_3,FS_T_4,FA_vig,FA,FA_T_1,FA_T_2,FA_T_3,FA_T_4,CS_vig,CS,CS_T_1,CS_T_2,CS_T_3,CS_T_4,CA_vig,CA,CA_T_1,CA_T_2,CA_T_3,CA_T_4,Q6,S_char_1,S_char_2,S_char_3,Q67,S_attr,S_comp,S_trust,Q47,A_char_1,A_char_2,A_char_3,Q97,A_attr,A_comp,A_trust,Q61,interest,poltrust,year,sex,LocationLatitude,LocationLongitude,LocationAccuracy
R_0jL8EztEzjlnlpb,Default Response Set,Anonymous,,,70.181.176.171,0,11/16/2015 22:45,11/16/2015 22:45,1,223871,A38HFMRXB5Q13M,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,10.361,10.361,11.346,1,,,,,1,6,9,9,,,,,1,6,9,9,1,8,5,14,2,33.15649414,-117.1707001,-1
R_3ORM7JNJIxq62LH,Default Response Set,Anonymous,,,107.210.80.173,0,11/16/2015 22:48,11/16/2015 22:52,1,673478,AK0PU96DYAJXN,1,,,,,,,,,,,,,,,,,,,1,9,94.659,94.659,96.581,1,,,,,,,,,,,,,,,,,,,,,1,10,10,9,,,,,1,11,6,50,1,34.80380249,-86.61889648,-1
R_2bkL4U4qAEXMRKZ,Default Response Set,Anonymous,,,167.219.88.140,0,11/16/2015 22:51,11/16/2015 22:52,1,425124,A3AOE3JLHSHEC9,1,1,10,21.594,21.594,22.318,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,10,10,,,,,,,,,,,,,1,6,2,22,1,40.74899292,-73.9865036,-1
R_ahiilPqWaSGgWQ5,Default Response Set,Anonymous,,,66.249.83.219,0,11/16/2015 22:53,11/16/2015 22:55,1,764379,A1ZSL5ZLN9DLAK,1,,,,,,,,,,,,,,,,,,,,,,,,,1,9,28.507,28.507,29.977,1,,,,,,,,,,,,,,,,,,,,,,,1,9,6,46,1,37.41920471,-122.0574036,-1
R_3jBLjJ3eoown1pb,Default Response Set,Anonymous,,,172.56.20.235,0,11/16/2015 23:10,11/16/2015 23:12,1,612513,AR4UI9K92BUT3,1,,,,,,,,,,,,,1,9,47.534,47.534,49.4,1,,,,,,,,,,,,,,,,,,,1,9,9,9,,,,,,,,,,,,,1,8,3,52,2,32.78309631,-96.80670166,-1
R_abEB9uqhoOKWEeh,Default Response Set,Anonymous,,,74.137.228.113,0,11/16/2015 23:12,11/16/2015 23:13,1,842524,A1KJK4FLVW2KFN ,1,,,,,,,,,,,,,,,,,,,1,5,37.548,37.548,38.493,1,,,,,,,,,,,,,,,,,,,,,1,4,4,5,,,,,1,5,1,30,1,38.13459778,-84.4957962,-1
R_elIH30HSTXtpLy5,Default Response Set,Anonymous,,,72.135.16.181,0,11/16/2015 23:13,11/16/2015 23:15,1,437500,A37Y5CTJ8HCQER,1,,,,,,,1,7,46.747,46.747,48.507,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,7,1,5,2,42,2,39.07159424,-94.62889862,-1
R_8ewqsHemHixw8nz,Default Response Set,Anonymous,,,71.202.121.201,0,11/16/2015 23:14,11/16/2015 23:18,1,381307,AM1UJEIWR4YO9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,25.019,25.019,25.919,1,,,,,1,8,6,6,,,,,1,8,6,6,1,3,6,15,1,37.76069641,-122.4841995,-1
R_2lEc1ZDJVrgDDj7,Default Response Set,Anonymous,,,173.245.66.52,0,11/16/2015 23:25,11/16/2015 23:27,1,925102,A11WC4G8LOMYQO,1,,,,,,,,,,,,,1,8,30.186,30.186,32.234,1,,,,,,,,,,,,,,,,,,,,,,,1,7,8,9,,,,,,,,,1,9,3,30,1,37.33940125,-121.8950043,-1
R_ac9nkfH4jQB9EmF,Default Response Set,Anonymous,,,75.175.104.79,0,11/16/2015 23:29,11/16/2015 23:30,1,376555,A1UGERE8TTY7Y0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,8,3.921,38.414,39.575,4,,,,,,,,,,,,,,,,,,,,,,,1,3,5,11,2,45.5144043,-122.6432953,-1
R_bgboyHTr0d3zUTX,Default Response Set,Anonymous,,,70.44.96.77,0,11/16/2015 23:38,11/16/2015 23:39,1,435452,A1D0JL4MJ7XSGV,1,1,4,15.872,15.872,16.537,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,4,,,,,,,,,,,,,1,1,8,11,1,40.5677948,-75.48280334,-1
R_bqm96eQfgFvp2Zf,Default Response Set,Anonymous,,,50.244.195.235,0,11/16/2015 23:51,11/16/2015 23:52,1,313360,A1DXSFFL5HZ1NX,1,1,9,17.642,17.642,19.267,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,9,9,,,,,,,,,,,,,1,9,1,25,1,44.98429871,-93.26540375,-1
R_eeoONmmMMeI1X25,Default Response Set,Anonymous,,,75.69.189.181,0,11/16/2015 23:57,11/16/2015 23:57,1,660538,A26U4IKXMXT0ZA,1,,,,,,,1,3,13.929,15.014,16.179,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,4,,,,,1,4,5,20,2,41.68159485,-72.94049835,-1
R_0c6h0D3HX48Vua9,Default Response Set,Anonymous,,,96.58.220.188,0,11/16/2015 23:59,11/17/2015 0:00,1,702432,A1B79AW7Z2QNHI,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6,2.341,6.803,7.951,3,,,,,,,,,,,,,,,,,,,,,,,1,7,3,10,1,27.83859253,-82.71659851,-1
R_3PHlGFWOBlwlYmF,Default Response Set,Anonymous,,,151.202.171.55,0,11/16/2015 23:59,11/17/2015 0:00,1,210363,AR22D9E55HQBF,1,,,,,,,,,,,,,,,,,,,1,4,14.427,14.427,15.72,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,3,1,4,1,13,2,40.56599426,-74.12580109,-1
R_ezKQGTz59M3T8Fv,Default Response Set,Anonymous,,,209.129.49.214,0,11/16/2015 23:59,11/17/2015 0:00,1,350812,A2HN3PHZS8FN2O,1,,,,,,,,,,,,,1,8,17.346,18.499,19.925,2,,,,,,,,,,,,,,,,,,,,,,,1,6,6,6,,,,,,,,,1,8,1,5,1,33.75419617,-118.2019043,-1
R_9soQDIrtzpQNhpX,Default Response Set,Anonymous,,,54.149.144.191,0,11/16/2015 23:59,11/17/2015 0:00,1,171583,A1VCIMAAY6GUD3,1,,,,,,,,,,,,,,,,,,,,,,,,,1,8,4.517,29.923,32.515,3,,,,,,,,,,,,,,,,,,,,,,,1,7,3,11,2,45.77879333,-119.5289993,-1
R_cVoBaBICX3tq3sN,Default Response Set,Anonymous,,,24.206.119.140,0,11/16/2015 23:59,11/17/2015 0:00,1,605647,A2JQNE6XL5WWG5,1,,,,,,,,,,,,,,,,,,,1,10,23.924,25.017,25.822,2,,,,,,,,,,,,,,,,,,,,,1,6,9,10,,,,,1,2,7,11,1,30.3999939,-97.75279999,-1
R_3mxuhNtZ0ZJE6MZ,Default Response Set,Anonymous,,,108.255.59.1,0,11/16/2015 23:59,11/17/2015 0:00,1,240185,A35FI8ONA9V5ON,1,,,,,,,1,5,21.008,21.008,22.58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,5,,,,,1,9,1,18,1,30.35440063,-97.73439789,-1
R_bjbmjO0bFgqDFQ1,Default Response Set,Anonymous,,,100.11.198.142,0,11/16/2015 23:59,11/17/2015 0:00,1,838586,A2OCMGN24E6CDB,1,1,9,25.24,25.24,26.774,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,10,9,,,,,,,,,,,,,1,7,5,16,1,40.03930664,-75.0667038,-1
R_094QeK719zGdmip,Default Response Set,Anonymous,,,166.216.165.53,0,11/16/2015 23:59,11/17/2015 0:00,1,759353,A41DQCRDDY93D,1,,,,,,,,,,,,,,,,,,,,,,,,,1,7,26.903,26.903,28.579,1,,,,,,,,,,,,,,,,,,,,,,,1,3,2,11,1,39.77160645,-76.17759705,-1
R_brWuNQkpVtKHJNH,Default Response Set,Anonymous,,,98.210.196.98,0,11/16/2015 23:59,11/17/2015 0:00,1,166260,A3PYB8Z6FFWSOV,1,,,,,,,,,,,,,,,,,,,1,9,2.896,19.792,21.106,4,,,,,,,,,,,,,,,,,,,,,,,,,1,9,9,9,1,11,6,12,2,37.77580261,-122.412796,-1
R_dhWyH7iZcG8TjNP,Default Response Set,Anonymous,,,198.71.125.144,0,11/16/2015 23:59,11/17/2015 0:00,1,790507,A3KX8PBHVFQZ3U,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,26.579,29.503,31.577,3,,,,,1,5,7,8,1,5,7,8,,,,,1,3,5,11,1,32.70379639,-109.6557999,-1
R_ddleDXjCehHyQPX,Default Response Set,Anonymous,,,108.253.73.53,0,11/16/2015 23:59,11/17/2015 0:00,1,801418,A2ESGAOCMEHIBH,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6,28.243,28.243,30.334,1,,,,,,,,,,,,,,,,,,,,,,,1,6,1,28,2,38.63040161,-90.21649933,-1
R_4Z4j8qcyPf2P4J7,Default Response Set,Anonymous,,,73.41.231.40,0,11/16/2015 23:59,11/17/2015 0:00,1,748880,A3BY0MKZAJLHK3,1,,,,,,,1,10,38.621,39.086,39.561,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,10,8,1,4,5,15,1,37.73750305,-121.4257965,-1
R_6r2DhKfKU6GeXkN,Default Response Set,Anonymous,,,99.198.177.207,0,11/17/2015 0:00,11/17/2015 0:01,1,949576,A1INVWHXZNG6AQ,1,,,,,,,,,,,,,1,8,19.695,20.641,24.487,2,,,,,,,,,,,,,,,,,,,1,6,8,8,,,,,,,,,,,,,1,6,4,10,2,39.09190369,-94.60289764,-1
R_5BYGdxE077QveND,Default Response Set,Anonymous,,,24.112.234.89,0,11/16/2015 23:59,11/17/2015 0:01,1,320843,A247FCJEEXVQM0,1,,,,,,,,,,,,,1,10,41.097,41.624,43.09,2,,,,,,,,,,,,,,,,,,,1,8,10,10,,,,,,,,,,,,,1,9,8,17,2,40.86839294,-82.31490326,-1
R_9v3OsSmH8MB9gYl,Default Response Set,Anonymous,,,71.30.199.117,0,11/16/2015 23:59,11/17/2015 0:01,1,861830,A2S0MB5JFG8DF,1,1,9,8.872,33.446,34.968,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,9,11,,,,,,,,,1,6,6,13,1,37.13279724,-84.0963974,-1
R_39K3BvS3sjry1eZ,Default Response Set,Anonymous,,,108.56.72.23,0,11/17/2015 0:00,11/17/2015 0:01,1,841097,AAWKOMPUB02SL,1,,,,,,,,,,,,,,,,,,,,,,,,,1,7,6.384,40.505,43.642,11,,,,,,,,,,,,,,,,,,,,,,,1,2,1,13,1,39.04089355,-77.04450226,-1
R_4GRdFgBFSTpjWPb,Default Response Set,Anonymous,,,97.121.42.250,0,11/17/2015 0:00,11/17/2015 0:01,1,568550,A2MCRVU8I9VNHG,1,,,,,,,1,9,1.651,26.218,30.032,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,9,9,,,,,1,8,3,24,1,43.63400269,-116.3242035,-1
R_9Mt0cFQ0Qb1AKl7,Default Response Set,Anonymous,,,207.118.13.20,0,11/16/2015 23:59,11/17/2015 0:01,1,610152,A2P18KT7WGSZA4,1,,,,,,,,,,,,,1,9,26.684,28.731,29.484,3,,,,,,,,,,,,,,,,,,,1,8,10,10,,,,,,,,,,,,,1,3,3,16,2,47.29449463,-122.6220016,-1
R_eVU6kiHymX50piR,Default Response Set,Anonymous,,,63.205.14.85,0,11/17/2015 0:00,11/17/2015 0:01,1,506187,A356795ET25HER,1,1,7,11.741,12.764,14.338,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,10,7,,,,,,,,,,,,,1,9,6,19,1,38.92340088,-121.0704956,-1
R_5iph47pY6Rl5a97,Default Response Set,Anonymous,,,73.165.44.59,0,11/16/2015 23:59,11/17/2015 0:01,1,707720,A1TNQU9L5L62PL,1,,,,,,,,,,,,,,,,,,,1,6,26.13,34.372,36.311,3,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,6,1,5,5,14,2,39.92390442,-75.62030029,-1
R_9EwWGAzM8Uo0JBX,Default Response Set,Anonymous,,,75.164.228.87,0,11/16/2015 23:59,11/17/2015 0:01,1,607052,A2NL38BFEE3BVY,1,,,,,,,1,8,4.025,26.271,27.644,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,8,,,,,1,9,5,36,1,45.44070435,-122.6156998,-1
R_e9b6DrTYH1oeySp,Default Response Set,Anonymous,,,172.72.133.64,0,11/17/2015 0:01,11/17/2015 0:01,1,254064,A3LJQ7WX614SJ0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,8,4.534,4.534,7.578,1,,,,,,,,,,,,,,,,,,,,,,,1,9,6,16,1,35.05079651,-80.81860352,-1
R_3xyRDljrQ64cczr,Default Response Set,Anonymous,,,69.63.22.193,0,11/17/2015 0:00,11/17/2015 0:01,1,318391,ALWCL6V9K2D00,1,1,8,26.882,28.043,28.57,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,8,9,,,,,,,,,1,7,3,30,1,43.1473999,-95.14250183,-1
R_23qjmX34Pq01Opn,Default Response Set,Anonymous,,,71.30.199.117,0,11/16/2015 23:59,11/17/2015 0:01,1,777941,A1W6X3VNHHVIND,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,30.65,30.65,31.395,1,,,,,1,7,11,10,,,,,1,7,11,10,1,8,5,15,1,37.13279724,-84.0963974,-1
R_0VShvAFqoZUyidD,Default Response Set,Anonymous,,,32.150.160.59,0,11/16/2015 23:59,11/17/2015 0:01,1,409721,ATVU7N0LN2VY3,1,1,8,67.695,67.695,68.775,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,8,,,,,,,,,,,,,1,8,8,10,1,38,-97,-1
R_1RmxobPSxVMu0C1,Default Response Set,Anonymous,,,68.9.140.96,0,11/17/2015 0:00,11/17/2015 0:01,1,556942,A3T392HG0IDCD4,1,,,,,,,,,,,,,,,,,,,1,7,14.296,23.371,26.16,2,,,,,,,,,,,,,,,,,,,,,1,4,7,6,,,,,1,7,6,9,2,41.70370483,-72.66280365,-1
R_7NzzPZckuOChsod,Default Response Set,Anonymous,,,63.137.145.225,0,11/17/2015 0:00,11/17/2015 0:01,1,250832,A32O0X2IL5S9YP,1,,,,,,,1,9,21.914,22.447,26.037,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,9,9,1,8,5,10,2,38.6499939,-90.53340149,-1
R_6xs84KITIUFugx7,Default Response Set,Anonymous,,,50.180.216.231,0,11/17/2015 0:00,11/17/2015 0:02,1,945751,AOCQMOMEKIHZP,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6,32.76,38.954,40.431,4,,,,,,,,,,,,,,,,,,,,,,,1,8,6,12,2,34.20809937,-84.78079987,-1
R_5ur6f9zXbIgzle5,Default Response Set,Anonymous,,,71.223.135.150,0,11/16/2015 23:59,11/17/2015 0:02,1,402462,A2NFMJINWB314E,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,36.737,44.041,45.211,3,,,,,1,8,11,9,,,,,1,9,11,9,1,8,6,11,1,33.5007019,-111.9829025,-1
R_8dhEG9Q4XxbzJD7,Default Response Set,Anonymous,,,75.183.70.62,0,11/17/2015 0:00,11/17/2015 0:02,1,459051,A21UA6O7ZFAIQJ,1,,,,,,,,,,,,,1,7,43.069,43.069,44.59,1,,,,,,,,,,,,,,,,,,,,,,,1,8,7,7,,,,,,,,,1,6,2,19,1,35.95629883,-79.99289703,-1
R_0J8VyM1Hai1EkmN,Default Response Set,Anonymous,,,99.181.46.197,0,11/16/2015 23:59,11/17/2015 0:02,1,540149,ACLCFPUQWV591,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,61.732,78.501,79.449,4,,,,,1,7,10,9,1,9,9,9,,,,,1,7,4,33,2,35.17680359,-80.85440063,-1
R_5A5BdnCQ3JHdLy5,Default Response Set,Anonymous,,,198.72.218.92,0,11/17/2015 0:01,11/17/2015 0:02,1,284934,A10E5MI9D5XEUQ,1,,,,,,,,,,,,,,,,,,,1,8,36.404,37.984,38.736,3,,,,,,,,,,,,,,,,,,,,,1,6,9,8,,,,,1,3,5,9,1,34.29350281,-118.2566986,-1
R_8cRN8DeL4j1dLAF,Default Response Set,Anonymous,,,173.229.106.143,0,11/17/2015 0:01,11/17/2015 0:02,1,315772,A19C6T7B0H4PAQ,1,1,7,47.781,57.134,58.441,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,,,,,,,,,,,,,1,9,6,13,1,38,-97,-1
R_1ERzrwhkookEP2t,Default Response Set,Anonymous,,,24.253.82.163,0,11/17/2015 0:00,11/17/2015 0:02,1,556609,A1QWL8FRLNDJB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,32.8,32.8,33.985,1,,,,,1,6,8,8,,,,,1,6,8,8,1,4,3,28,1,36.17880249,-115.0495987,-1
R_emwfnlI2a7lTmIJ,Default Response Set,Anonymous,,,66.249.83.130,0,11/17/2015 0:00,11/17/2015 0:02,1,880286,A1HCV6GDGGWNUR,1,,,,,,,1,8,4.63,4.63,5.866,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,8,8,,,,,1,7,1,15,1,37.41920471,-122.0574036,-1
R_bQNhX9xAw9H4XNH,Default Response Set,Anonymous,,,40.131.220.171,0,11/16/2015 23:59,11/17/2015 0:02,1,822889,AG7C4X3WKKBV,1,,,,,,,,,,,,,1,8,1.576,78.947,82.946,12,,,,,,,,,,,,,,,,,,,1,10,9,8,,,,,,,,,,,,,1,4,8,11,1,28.55349731,-81.30039978,-1
R_244UAGyEPIUOMHb,Default Response Set,Anonymous,,,24.166.39.7,0,11/17/2015 0:01,11/17/2015 0:02,1,361813,A3DW9225IX9OOJ,1,,,,,,,1,9,20.688,20.688,21.771,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,8,8,1,10,4,16,2,41.18510437,-80.74220276,-1
R_cC0vEHXUiSPxx41,Default Response Set,Anonymous,,,74.79.39.100,0,11/17/2015 0:01,11/17/2015 0:02,1,246422,A2BPBFN87X32NO,1,1,6,33.399,33.399,35.105,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,8,7,,,,,,,,,1,8,2,11,2,43.15480042,-75.14260101,-1
R_dnUsEhNhFwyrDMx,Default Response Set,Anonymous,,,24.112.75.240,0,11/17/2015 0:00,11/17/2015 0:02,1,476382,A33G0CH0CJMIFG,1,,,,,,,,,,,,,,,,,,,1,10,47.094,47.094,48.58,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6,9,9,1,4,5,18,2,36.47590637,-83.49839783,-1
R_cO5d4IRunDvyzl3,Default Response Set,Anonymous,,,108.41.203.141,0,11/17/2015 0:02,11/17/2015 0:03,1,547385,A27SP6XIT9FWOB,1,,,,,,,,,,,,,,,,,,,,,,,,,1,7,15.575,23.833,26.774,2,,,,,,,,,,,,,,,,,,,,,,,1,7,5,10,1,40.78050232,-73.95120239,-1
R_eFqPNN6FwAqjZuB,Default Response Set,Anonymous,,,73.178.122.136,0,11/17/2015 0:01,11/17/2015 0:03,1,225047,A1OGHCUM6PPN33,1,,,,,,,,,,,,,,,,,,,1,4,23.173,26.236,28.768,3,,,,,,,,,,,,,,,,,,,,,,,,,1,6,9,9,1,11,5,15,1,40.44259644,-74.13259888,-1
R_7Px14OFuXZzNGAZ,Default Response Set,Anonymous,,,173.2.10.222,0,11/17/2015 0:00,11/17/2015 0:03,1,370895,A2VCKQQEHQSSJ3,1,,,,,,,,,,,,,1,8,51.535,77.787,80.895,2,,,,,,,,,,,,,,,,,,,1,5,9,9,,,,,,,,,,,,,1,5,2,9,2,40.66949463,-73.87259674,-1
R_baoeCtt98YqpjGl,Default Response Set,Anonymous,,,71.181.232.238,0,11/17/2015 0:01,11/17/2015 0:03,1,966808,A19ED8FYO6CA36,1,,,,,,,,,,,,,1,10,44.019,44.019,44.809,1,,,,,,,,,,,,,,,,,,,,,,,1,2,10,9,,,,,,,,,1,10,8,24,1,41.2808075,-75.89620209,-1
R_2aDZM1pUz5OyFmZ,Default Response Set,Anonymous,,,184.59.163.209,0,11/17/2015 0:02,11/17/2015 0:03,1,456002,A0784745QMLL9WSFGA6H,1,,,,,,,1,7,14.463,18.162,18.819,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,9,9,,,,,1,7,4,6,1,41.44850159,-82.01860046,-1
R_7TCosutEoV7ESHj,Default Response Set,Anonymous,,,69.47.62.230,0,11/16/2015 23:59,11/17/2015 0:03,1,356964,AYD2LKV6C5F2S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,81.339,81.339,82.091,1,1,6,8,8,,,,,1,7,8,8,,,,,1,6,5,16,2,42.57969666,-84.46029663,-1
R_eKzxfbSZO1wyscZ,Default Response Set,Anonymous,,,75.183.35.196,0,11/17/2015 0:02,11/17/2015 0:03,1,278928,A2IKSCWK5EOG79,1,,,,,,,,,,,,,,,,,,,1,7,19.391,19.391,20.591,1,,,,,,,,,,,,,,,,,,,,,,,,,1,8,7,7,1,8,4,20,1,36.14599609,-80.32430267,-1
R_6le4JJs4qNI9Tjn,Default Response Set,Anonymous,,,98.222.52.171,0,11/17/2015 0:03,11/17/2015 0:03,1,483422,A2SBYDJ3KDL8T9,1,,,,,,,,,,,,,,,,,,,,,,,,,1,8,2.935,4.026,4.823,4,,,,,,,,,,,,,,,,,,,,,,,1,5,9,11,1,40.11439514,-88.28130341,-1
R_2aGzgsn6zbKkput,Default Response Set,Anonymous,,,184.35.14.13,0,11/17/2015 0:01,11/17/2015 0:04,1,705450,A3HVFSD8K94SOR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,34.753,59.404,61.198,2,1,6,6,6,,,,,1,6,6,6,,,,,1,6,5,35,2,36.12069702,-79.89459991,-1
R_3DvHp6mcEM6fnFP,Default Response Set,Anonymous,,,71.54.230.114,0,11/17/2015 0:02,11/17/2015 0:04,1,135014,A22T69YW4WUANF,1,1,11,36.702,36.702,38.333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,11,11,,,,,,,,,1,6,4,12,2,26.62309265,-81.87539673,-1
R_3KIdqhUpzunqq3z,Default Response Set,Anonymous,,,68.4.114.219,0,11/17/2015 0:04,11/17/2015 0:04,1,683985,A1G746AO9F06KW,1,,,,,,,,,,,,,1,8,5.535,5.535,6.594,1,,,,,,,,,,,,,,,,,,,,,,,1,4,4,5,,,,,,,,,1,8,6,15,1,33.55580139,-117.7857971,-1
R_2gbMRPpgwDobVOt,Default Response Set,Anonymous,,,50.181.184.87,0,11/17/2015 0:03,11/17/2015 0:04,1,805971,A2JLS8VHLTWVP8,1,,,,,,,,,,,,,,,,,,,1,11,19.747,19.747,21.085,1,,,,,,,,,,,,,,,,,,,,,,,,,1,9,11,11,1,6,7,14,1,47.44850159,-122.2809982,-1
R_dhxe20E0UlPM0KN,Default Response Set,Anonymous,,,107.145.184.124,0,11/17/2015 0:00,11/17/2015 0:04,1,622903,A2QH6KC3S3KCMX,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,187.247,187.247,191.357,1,1,5,9,9,,,,,1,5,9,9,,,,,1,4,2,8,1,28.88409424,-81.23480225,-1
R_ebRRnxXHVfXpFsN,Default Response Set,Anonymous,,,137.118.200.246,0,11/17/2015 0:04,11/17/2015 0:05,1,567549,A88I5BQOWZZXO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,19.375,19.375,20.417,1,,,,,1,8,8,8,1,8,8,8,,,,,1,9,8,21,1,45.7046051,-123.8618011,-1
R_0jNmvwdxTQ2PdEV,Default Response Set,Anonymous,,,67.234.194.19,0,11/17/2015 0:02,11/17/2015 0:05,1,109722,A1SBACFOFDTV44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,51.606,51.606,53.866,1,1,6,7,6,,,,,,,,,1,6,6,6,1,7,8,14,2,40.18080139,-77.21389771,-1
R_5cGjozaLd00ob0V,Default Response Set,Anonymous,,,50.46.138.197,0,11/17/2015 0:03,11/17/2015 0:05,1,319195,A2E3TO92MCQ9XU,1,,,,,,,,,,,,,1,6,33.035,34.103,36.25,2,,,,,,,,,,,,,,,,,,,,,,,1,6,6,6,,,,,,,,,1,11,3,21,1,47.82090759,-122.3151016,-1
R_eKXv4tNPKwC6Rut,Default Response Set,Anonymous,,,74.108.134.126,0,11/17/2015 0:03,11/17/2015 0:05,1,871520,AWP6TQ4XLFO3T,1,,,,,,,1,6,29.99,43.444,44.523,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,6,1,6,6,5,1,41.43240356,-73.71669769,-1
R_d6UOkp64K4wfdnn,Default Response Set,Anonymous,,,79.106.109.255,0,11/17/2015 0:05,11/17/2015 0:05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.32749939,19.81889343,-1
R_1FUC6MPUcTFQYe1,Default Response Set,Anonymous,,,73.31.165.114,0,11/17/2015 0:04,11/17/2015 0:06,1,503611,A3TCFIPOBRZZB3,1,1,7,27.755,34.763,38.767,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,7,7,,,,,,,,,,,,,1,8,7,32,1,37.80149841,-79.51229858,-1
R_bpASNSJrEIXgvMp,Default Response Set,Anonymous,,,76.168.226.217,0,11/17/2015 0:04,11/17/2015 0:06,1,827953,A2BVIVLR9S26SN,1,,,,,,,,,,,,,1,10,37.037,49.079,50.079,2,,,,,,,,,,,,,,,,,,,,,,,1,6,10,10,,,,,,,,,1,5,6,13,1,34.10189819,-117.2761993,-1
R_5Bd6dqW8KaqP5xb,Default Response Set,Anonymous,,,131.191.42.49,0,11/17/2015 0:05,11/17/2015 0:06,1,823273,A3761TN7D10DWB,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6,17.434,18.372,19.347,2,,,,,,,,,,,,,,,,,,,,,,,1,7,6,10,2,47.26080322,-122.510498,-1
R_9WCiMsBAAillqPX,Default Response Set,Anonymous,,,68.186.14.2,0,11/17/2015 0:05,11/17/2015 0:06,1,419503,A33AZCOKCCTUXV,1,,,,,,,1,5,34.06,34.556,35.518,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,6,,,,,1,10,1,22,1,43.37399292,-124.1477051,-1
R_40igKMZauM9YYdv,Default Response Set,Anonymous,,,188.163.26.224,0,11/17/2015 0:06,11/17/2015 0:06,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.62309265,26.22740173,-1
R_3R7mgtdXvY8UX89,Default Response Set,Anonymous,,,66.91.243.226,0,11/17/2015 0:06,11/17/2015 0:06,1,416552,A17KJJEFSH5S25,1,,,,,,,,,,,,,,,,,,,1,8,19.561,20.047,22.041,2,,,,,,,,,,,,,,,,,,,,,1,7,8,9,,,,,1,6,2,14,2,21.34300232,-157.934906,-1
