ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,MTurkCode,CF_ID,Intro,CO_vig,CO,CO_time_1,CO_time_2,CO_time_3,CO_time_4,Q67,CO_comp,CO_attr,CO_trust,CA_vig,CA,CA_time_1,CA_time_2,CA_time_3,CA_time_4,Q48,CA_comp,CA_attr,CA_trust,SO_vig,SO,SO_time_1,SO_time_2,SO_time_3,SO_time_4,Q39,SO_comp,SO_attr,SO_trust,SA_vig,SA,SA_time_1,SA_time_2,SA_time_3,SA_time_4,Q43,SA_comp,SA_attr,SA_trust,NO_vig,NO,NO_time_1,NO_time_2,NO_time_3,NO_time_4,Q113,NO_comp,NO_attr,NO_trust,NA_vig,NA,NA_time_1,NA_time_2,NA_time_3,NA_time_4,Q123,NA_comp,NA_attr,NA_trust,Q61,interest,poltrust,disgust_1,disgust_2,disgust_3,disgust_4,disgust_5,disgust_6,disgust_7,attention,year,sex,LocationLatitude,LocationLongitude,LocationAccuracy
R_8BnkLNREuKem7m5,Default Response Set,Anonymous,,,97.117.224.170,0,26/11/15 01:21,26/11/15 01:22,1,154954,A2BA9Y6VGW6WS1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,19.64,19.64,21.002,1,1,5,7,4,,,,,,,,,,,1,6,4,4,3,1,1,1,4,5,1,23,2,33.34620667,-111.8153,-1
R_5hUqiAqLOMKbyGF,Default Response Set,Anonymous,,,75.134.114.123,0,26/11/15 01:21,26/11/15 01:25,1,498359,A366JCV00ETS7V,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,42.749,44.854,49.248,3,1,5,3,5,,,,,,,,,,,,,,,,,,,,,1,4,2,7,5,6,6,6,5,7,1,10,2,43.67970276,-85.56189728,-1
R_3qkSSlscW68msmh,Default Response Set,Anonymous,,,216.21.204.80,0,26/11/15 01:26,26/11/15 01:28,1,112839,A3P1TIG6OWXN7V,1,1,5,16.805,18.737,19.701,2,1,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,7,5,4,4,6,5,4,1,21,2,44.26600647,-69.27960205,-1
R_cvvgcChCCnMGN5r,Default Response Set,Anonymous,,,75.179.191.238,0,26/11/15 01:30,26/11/15 01:32,1,465762, A1RZIAVIA68FUE,1,,,,,,,,,,,,,,,,,,,,,1,4,25.126,25.18,26.922,2,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,7,5,4,3,3,6,5,1,22,2,40.01220703,-82.80950165,-1
R_cZqx0l5guPPgNbD,Default Response Set,Anonymous,,,108.207.109.184,0,26/11/15 01:29,26/11/15 01:32,1,456464,A1Q7XYZUIKHUS4,1,,,,,,,,,,,1,5,61.447,61.447,63.564,1,1,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,6,4,4,3,5,3,5,1,10,2,33.14990234,-96.85549927,-1
R_0w6NV06UTNH7QuV,Default Response Set,Anonymous,,,69.178.6.77,0,26/11/15 01:31,26/11/15 01:35,1,277122,A1C1I4TJ2FDICS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,86.342,86.342,88.063,1,1,3,2,3,1,5,4,5,6,3,3,5,6,3,1,54,2,61.21490479,-149.2583008,-1
R_8J7ovhUkw7DMnwV,Default Response Set,Anonymous,,,66.229.147.164,0,26/11/15 01:35,26/11/15 01:38,1,142443,A229GCVGAFU59A,1,,,,,,,,,,,1,6,31.556,31.556,34.325,1,1,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,3,6,5,5,5,5,5,5,1,34,1,26.59579468,-80.12989807,-1
R_bQa8xEjHLlaoO0t,Default Response Set,Anonymous,,,98.240.179.105,0,26/11/15 01:36,26/11/15 01:39,1,228294,A19M2PGGI14Q9I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,49.826,49.826,52.518,1,1,5,3,4,,,,,,,,,,,,,,,,,,,,,1,6,5,7,5,6,5,7,7,6,1,15,2,45.07240295,-93.18740082,-1
R_1OkIP98ylXVUJkF,Default Response Set,Anonymous,,,104.34.170.57,0,26/11/15 01:53,26/11/15 01:55,1,503383,AMDX0UNZS4A1G,1,,,,,,,,,,,,,,,,,,,,,1,6,29.481,29.481,30.776,1,1,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,4,5,3,3,5,3,2,5,1,10,1,33.72650146,-118.006897,-1
R_afnswXFKPdW4gHr,Default Response Set,Anonymous,,,198.255.145.106,0,26/11/15 01:53,26/11/15 01:58,1,935185,AI73488LTDOU0,1,1,6,29.372,29.372,30.85,1,1,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,3,5,3,3,3,3,3,6,1,19,1,42.19619751,-75.8884964,-1
R_8jNuTIytdhL2RNP,Default Response Set,Anonymous,,,76.173.22.220,0,26/11/15 01:59,26/11/15 02:01,1,684866,A1K0K5KE48NPXV,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,41.429,41.429,47.979,1,1,5,3,4,,,,,,,,,,,1,5,4,6,5,4,5,4,4,6,1,8,2,21.41160583,-158.0182953,-1
R_3Q7MxBPbiuMAmRn,Default Response Set,Anonymous,,,100.3.113.19,0,26/11/15 01:58,26/11/15 02:01,1,483565,A1WAGBCH8EPHBB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,41.441,41.441,43.726,1,1,3,4,4,1,5,4,6,3,5,4,5,7,7,1,37,2,27.79690552,-82.60700226,-1
R_bBND4QibbhySmuV,Default Response Set,Anonymous,,,65.191.163.66,0,26/11/15 02:09,26/11/15 02:11,1,240026,A1OZL7QG65HABF,1,1,4,33.6,33.6,35.008,1,1,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,6,5,2,4,3,5,5,1,29,1,35.02459717,-78.99680328,-1
R_5gw5lOa75Z9XklD,Default Response Set,Anonymous,,,67.181.48.107,0,26/11/15 02:09,26/11/15 02:11,1,956917,A118Y4ND7AFS2J,1,,,,,,,,,,,1,6,35.138,35.138,36.054,1,1,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,4,5,3,3,3,3,5,1,9,2,38.02670288,-121.3012009,-1
R_2hQtxohNJ4JpyaF,Default Response Set,Anonymous,,,70.139.225.66,0,26/11/15 02:05,26/11/15 02:13,1,495977,A13PRLTJB7E3WA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,412.484,413.418,414.268,2,1,6,4,5,,,,,,,,,,,,,,,,,,,,,1,1,1,7,5,6,7,5,6,6,1,9,2,29.88130188,-95.45410156,-1
R_5vvgRscoes8GWlT,Default Response Set,Anonymous,,,24.90.180.91,0,26/11/15 02:22,26/11/15 02:24,1,157814,A1CE2XPYCDRHVZ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,17.137,17.137,19.004,1,1,5,5,6,,,,,,,,,,,1,4,3,6,3,3,3,5,4,5,1,25,2,40.75059509,-73.82039642,-1
R_1ZB0tolsLSoxkUd,Default Response Set,Anonymous,,,173.19.97.69,0,26/11/15 02:47,26/11/15 02:48,1,921084,A1ZVJG3BKYHJWN,1,,,,,,,,,,,,,,,,,,,,,1,6,25.351,25.351,27.498,1,1,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,6,7,5,6,7,3,6,1,46,2,29.84089661,-85.26899719,-1
R_8vNqKgCccyY3afP,Default Response Set,Anonymous,,,120.29.121.133,0,26/11/15 02:53,26/11/15 02:53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1499939,120.583313,-1
R_0fwrYRmE1oWcmr3,Default Response Set,Anonymous,,,69.120.231.168,0,26/11/15 02:57,26/11/15 03:00,1,582450,A38USYKE9P7Z9O,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,56.865,56.865,59.484,1,1,5,4,4,1,7,4,7,4,3,4,5,6,6,1,28,2,40.67660522,-73.70379639,-1
R_1YvFwxpiETenHmt,Default Response Set,Anonymous,,,71.53.14.246,0,26/11/15 02:58,26/11/15 03:00,1,821937,A1FDK8WZOC0AAD,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35.162,35.162,37.956,1,1,4,3,4,1,7,1,6,5,5,5,5,3,6,1,50,1,41.248703,-74.60970306,-1
R_0D6zpP2rpqr9KAd,Default Response Set,Anonymous,,,68.9.155.230,0,26/11/15 02:59,26/11/15 03:03,1,699011,A1QJQPVYDZFYA4,1,1,6,17.252,72.301,76.715,6,1,6,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,7,4,4,2,5,5,7,1,22,1,41.53720093,-72.78009796,-1
R_205qZrnF6pQsNP7,Default Response Set,Anonymous,,,71.165.150.58,0,26/11/15 03:01,26/11/15 03:03,1,795818,A2ZH6W3O33PVJZ,1,,,,,,,,,,,1,5,25.373,56.066,57.493,2,1,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,5,4,4,4,4,1,6,1,14,2,33.64250183,-116.8356018,-1
R_cGS4sngYYfiyAnj,Default Response Set,Anonymous,,,96.240.137.133,0,26/11/15 03:02,26/11/15 03:04,1,934707,A1E48YYO7XP92J,1,,,,,,,,,,,,,,,,,,,,,1,5,8.115,8.748,9.058,2,1,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,7,5,7,5,7,7,7,1,11,2,39.01379395,-77.3986969,-1
R_cBC1t7m8neRgA8l,Default Response Set,Anonymous,,,74.137.228.113,0,26/11/15 03:02,26/11/15 03:04,1,330034,A1KJK4FLVW2KFN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,95.377,95.377,96.573,1,1,5,5,4,,,,,,,,,,,1,3,1,1,6,6,1,7,1,1,1,30,1,38.13459778,-84.4957962,-1
R_brLwf4DWh95LJA1,Default Response Set,Anonymous,,,74.111.170.213,0,26/11/15 03:08,26/11/15 03:10,1,955742,A1N16ZU0FNQEY6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,19.432,21.101,44.335,2,1,6,5,5,,,,,,,,,,,,,,,,,,,,,1,2,3,7,4,5,3,5,6,5,1,13,2,40.50349426,-80.07839966,-1
R_2gETdxybzazIUE5,Default Response Set,Anonymous,,,75.87.185.233,0,26/11/15 03:09,26/11/15 03:11,1,701529,AMS2DNBF8BGUM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,42.201,42.201,44.137,1,1,5,4,4,1,1,1,6,5,3,5,5,5,6,1,10,2,38.92469788,-94.70290375,-1
R_erjtnilncMyaEqF,Default Response Set,Anonymous,,,24.205.10.212,0,26/11/15 03:09,26/11/15 03:11,1,330303,A10MTRQV0061E6,1,,,,,,,,,,,,,,,,,,,,,1,4,34.661,34.661,35.651,1,1,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,7,7,5,4,7,5,7,1,27,2,34.09049988,-118.1343994,-1
R_07h8D4efFZ0Z6kZ,Default Response Set,Anonymous,,,70.214.32.200,0,26/11/15 03:17,26/11/15 03:20,1,593818,A2TQJ4CHEXT6NB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,53.05,53.05,60.185,1,1,4,3,4,,,,,,,,,,,1,2,3,7,4,5,5,6,6,5,1,26,2,38.37739563,-121.444397,-1
R_1Zdzh1Lzle4G5GR,Default Response Set,Anonymous,,,73.249.49.140,0,26/11/15 03:17,26/11/15 03:20,1,686744,A1L00PO1P8D6E3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,40.377,62.008,63.124,3,1,5,4,5,,,,,,,,,,,,,,,,,,,,,1,2,2,7,2,5,3,4,1,7,1,24,2,42.42630005,-71.45420074,-1
R_9RZ2UVPrO1gBYUJ,Default Response Set,Anonymous,,,72.49.225.65,0,26/11/15 03:26,26/11/15 03:28,1,183119,A1O5AK4XED79SN,1,1,6,28.282,28.282,29.042,1,1,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,6,5,5,5,6,5,6,5,31,2,39.10929871,-84.62090302,-1
R_9LJEi7RuXjk8TFX,Default Response Set,Anonymous,,,173.56.233.175,0,26/11/15 03:24,26/11/15 03:32,1,677502,APX4QUN42YDWM,1,,,,,,,,,,,1,6,31.941,31.941,32.621,1,1,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,6,7,3,5,5,6,6,6,1,9,1,40.69749451,-73.78690338,-1
R_29rCxgSAcQnn0d7,Default Response Set,Anonymous,,,104.190.231.198,0,26/11/15 03:32,26/11/15 03:35,1,195586,A1HWKNHFDR7GAR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,63.048,63.048,74.081,1,1,6,5,5,,,,,,,,,,,1,7,1,7,1,5,4,2,5,7,1,17,2,34.12559509,-77.91899872,-1
R_eWKCPYy0uSYZ7jn,Default Response Set,Anonymous,,,50.109.154.30,0,26/11/15 03:43,26/11/15 03:44,1,391627,A1BEBN58T1E0TH,1,,,,,,,,,,,,,,,,,,,,,1,5,16.489,16.489,18.232,1,1,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,3,5,5,2,3,6,2,1,9,2,41.89630127,-88.74420166,-1
R_3aeO1tfS5PsoH7D,Default Response Set,Anonymous,,,71.163.68.66,0,26/11/15 03:45,26/11/15 03:46,1,821360,A3HOZA7QXYKN5Y,1,,,,,,,,,,,1,5,1.878,1.878,2.923,1,1,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,5,5,4,3,3,3,4,5,11,2,38.93699646,-76.99340057,-1
R_0JV4K2CqeOSBtXL,Default Response Set,Anonymous,,,96.59.135.122,0,26/11/15 03:46,26/11/15 03:50,1,635208,A11R8G0FYA2UVQ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,61.124,61.124,62.54,1,1,5,4,4,,,,,,,,,,,,,,,,,,,,,1,5,2,4,4,2,1,3,2,5,1,42,2,28.04069519,-81.90429688,-1
R_6D6zpu7QIY0U0Yt,Default Response Set,Anonymous,,,45.52.231.88,0,26/11/15 03:48,26/11/15 03:50,1,678458,A1YNSX11UM84SZ,1,1,7,23.883,23.883,26.015,1,1,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,5,7,7,6,7,5,7,7,1,12,2,41.15660095,-85.11100006,-1
R_cN2dkaU7FphvuG9,Default Response Set,Anonymous,,,75.83.117.157,0,26/11/15 03:51,26/11/15 03:54,1,992757,A1J8LWB778XFZI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,44.358,44.358,45.506,1,1,4,4,4,1,5,3,6,2,4,5,5,4,4,1,28,1,34.16479492,-118.4008026,-1
R_3OWIeEAokDl3zDf,Default Response Set,Anonymous,,,96.93.212.153,0,26/11/15 03:53,26/11/15 03:55,1,901536,A1DNJ3C38BJ0MJ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,33.662,34.099,35.325,2,1,6,4,5,,,,,,,,,,,,,,,,,,,,,1,6,2,6,3,5,7,5,6,6,1,44,2,39.61669922,-104.6695023,-1
R_0wkg5A3B3CT1woJ,Default Response Set,Anonymous,,,173.31.79.96,0,26/11/15 03:53,26/11/15 03:56,1,701591,A1TEQTP52NS7D1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,77.036,79.428,82.102,2,1,3,2,4,1,3,4,6,5,6,5,5,6,7,1,10,1,32.54429626,-84.92079926,-1
R_dcbm4SFe7VNZ5mR,Default Response Set,Anonymous,,,173.28.34.206,0,26/11/15 03:55,26/11/15 03:56,1,577213,A3UFM9U6DYRH9D,1,1,5,11.698,11.698,12.883,1,1,6,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,1,3,1,2,3,1,1,1,19,1,43.07460022,-92.66259766,-1
R_eXbfgaDJbW513kV,Default Response Set,Anonymous,,,71.48.48.139,0,26/11/15 04:03,26/11/15 04:06,1,859238,A1NXDNRUNL87XN,1,,,,,,,,,,,,,,,,,,,,,1,7,38.58,38.58,39.953,1,1,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,4,6,1,1,6,6,7,3,1,17,1,36.17199707,-115.2093964,-1
R_ebx61N2QQCNjYbj,Default Response Set,Anonymous,,,123.237.99.75,0,26/11/15 04:11,26/11/15 04:11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03329468,72.61669922,-1
R_3slL8d7Nls3RlpX,Default Response Set,Anonymous,,,68.99.131.120,0,26/11/15 04:09,26/11/15 04:12,1,616206,A5XQ30GQTHHK6,1,,,,,,,,,,,1,5,29.148,29.148,30.816,1,1,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,3,5,5,5,4,4,6,6,1,29,2,33.35279846,-111.7890015,-1
R_4MYj8GcczvY7knr,Default Response Set,Anonymous,,,166.137.90.122,0,26/11/15 04:10,26/11/15 04:13,1,379092,A3H2IJ9PWVEQRU,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,46.988,46.988,58.31,1,1,3,1,4,,,,,,,,,,,1,1,1,7,4,7,6,7,7,4,1,39,2,39.7572937,-84.18170166,-1
R_bPDPgayj0eEzgwZ,Default Response Set,Anonymous,,,216.16.77.157,0,26/11/15 04:15,26/11/15 04:17,1,237275,A2GU0ORUD7FKHN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,67.578,67.578,69.258,1,1,4,4,4,1,3,4,4,3,4,5,6,3,4,1,23,2,44.95570374,-97.10600281,-1
R_emLO3lBsKdnAsnP,Default Response Set,Anonymous,,,69.116.112.134,0,26/11/15 04:18,26/11/15 04:20,1,180926,A18WG7Z9X9GH7E,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,19.164,20.424,21.56,2,1,6,1,4,,,,,,,,,,,,,,,,,,,,,1,5,4,7,5,3,4,6,5,7,1,9,2,40.83740234,-73.92230225,-1
R_9KtX5yvHGbvA4Vn,Default Response Set,Anonymous,,,223.227.0.169,0,26/11/15 04:23,26/11/15 04:23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.98330688,77.58331299,-1
R_3yNlY6mv3Lz1nmJ,Default Response Set,Anonymous,,,69.126.101.166,0,26/11/15 04:22,26/11/15 04:24,1,372515,A1X4S67ITK7Y2,1,,,,,,,,,,,,,,,,,,,,,1,3,14.746,14.746,15.658,1,1,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,3,5,3,2,5,4,5,1,11,1,40.9559021,-74.54180145,-1
R_6fLT0PUV62efybb,Default Response Set,Anonymous,,,173.24.207.249,0,26/11/15 04:22,26/11/15 04:25,1,782912,A19F75QCU199K8,1,,,,,,,,,,,1,6,3.689,62.126,62.511,5,1,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,2,5,4,5,2,4,4,5,1,13,1,41.53799438,-90.55310059,-1
R_51iSgUvOXSNBnSd,Default Response Set,Anonymous,,,75.5.249.84,0,26/11/15 04:23,26/11/15 04:25,1,239176,A167SYXGXFU7C8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,46.426,46.426,47.977,1,1,4,6,4,,,,,,,,,,,1,7,5,3,1,1,1,1,1,1,1,46,2,38.65010071,-121.2534027,-1
R_cJ920QeORte6DXL,Default Response Set,Anonymous,,,75.131.196.149,0,26/11/15 04:31,26/11/15 04:33,1,434331,A39PGXN2A70UN5,1,,,,,,,,,,,1,5,1.282,2.904,3.179,3,1,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,6,4,4,6,6,6,3,1,15,2,34.00909424,-84.00879669,-1
R_03CIX6VYgUm7NuR,Default Response Set,Anonymous,,,67.149.185.242,0,26/11/15 04:31,26/11/15 04:33,1,639900,AO3FI6Z8E1HWD,1,1,5,22.822,22.822,25.786,1,1,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,1,5,7,3,7,7,7,1,26,2,40.04859924,-83.07260132,-1
R_5AOQJatxSTFIzLD,Default Response Set,Anonymous,,,104.230.10.219,0,26/11/15 04:31,26/11/15 04:33,1,259571,A2XGVB5VS03QWN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,15.519,15.519,21.601,1,1,6,4,5,,,,,,,,,,,1,5,4,6,4,6,7,5,5,6,1,7,2,41.23880005,-81.83149719,-1
R_bEnBtd7e606OR5b,Default Response Set,Anonymous,,,75.191.213.213,0,26/11/15 04:39,26/11/15 04:41,1,107683,A1JUAIMXSCKG5U,1,1,5,17.596,18.34,19.281,2,1,6,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,6,7,7,6,7,7,7,1,12,2,34.22050476,-77.87020111,-1
R_8oIbJv7uPwRPnHD,Default Response Set,Anonymous,,,162.228.25.192,0,26/11/15 04:49,26/11/15 04:51,1,936581,A18B5QL328E02A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3.825,20.233,21.186,6,1,4,3,4,,,,,,,,,,,,,,,,,,,,,1,6,2,5,5,3,2,4,2,4,1,25,2,32.85920715,-97.08190155,-1
R_4I1iRkURHlhQtAF,Default Response Set,Anonymous,,,73.42.120.84,0,26/11/15 04:54,26/11/15 04:57,1,681539,A11DOG3Y9H8N68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,47.997,47.997,51.464,1,1,4,3,4,1,7,3,6,5,5,5,5,4,4,1,41,1,35.0585022,-106.6235962,-1
R_8dX17xp7tEr0tXT,Default Response Set,Anonymous,,,67.185.40.122,0,26/11/15 04:55,26/11/15 04:57,1,838741,A2636QLDLK74EZ,1,,,,,,,,,,,,,,,,,,,,,1,7,26.979,26.979,27.525,1,1,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,6,6,4,6,4,6,7,1,15,2,47.66889954,-117.4369049,-1
R_0jIBl74fzaayPxb,Default Response Set,Anonymous,,,70.176.120.111,0,26/11/15 04:59,26/11/15 05:02,1,505111,AHUO072N55J8H ,1,1,7,34.554,79.753,80.868,5,1,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,6,7,6,6,7,7,7,1,34,2,31.59179688,-110.1718979,-1
R_1Tc9aQy9jZTjsqN,Default Response Set,Anonymous,,,73.161.5.84,0,26/11/15 05:02,26/11/15 05:06,1,149237,A1JPUM7KH3020K,1,,,,,,,,,,,1,6,46.685,46.685,49.569,1,1,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,5,7,6,5,6,5,6,6,1,40,2,42.20610046,-83.62280273,-1
R_b707h8gMyoC50I5,Default Response Set,Anonymous,,,108.33.186.138,0,26/11/15 05:22,26/11/15 05:25,1,561166,A207O698ADORUH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,158.551,162.513,164.81,4,1,5,4,5,,,,,,,,,,,,,,,,,,,,,1,5,6,6,4,7,6,6,4,5,6,21,1,28.14759827,-82.76409912,-1
R_ey7ayNe6whLVTPD,Default Response Set,Anonymous,,,98.22.240.57,0,26/11/15 05:21,26/11/15 05:26,1,136180,A30XBXE53J85WN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,108.947,108.947,110.499,1,1,4,4,5,,,,,,,,,,,1,1,4,7,2,3,7,3,5,7,1,15,2,30.26849365,-83.03009796,-1
R_6zXW4l6ryFYHzY9,Default Response Set,Anonymous,,,24.115.12.180,0,26/11/15 05:26,26/11/15 05:28,1,583139,AK81F0NOBFJS3,1,,,,,,,,,,,,,,,,,,,,,1,6,12.812,12.812,15.069,1,1,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,5,4,3,4,5,4,4,1,17,1,41.04150391,-76.65070343,-1
R_bgBdf0eLOqzZPPT,Default Response Set,Anonymous,,,99.68.246.15,0,26/11/15 05:25,26/11/15 05:32,1,866975,A1J2SF4IQEQ5OP,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,143.833,143.833,153.55,1,1,6,5,5,1,2,4,5,6,4,6,7,7,4,1,49,2,41.69720459,-81.19740295,-1
R_cx874VMzzDR6d2R,Default Response Set,Anonymous,,,75.141.231.143,0,26/11/15 05:32,26/11/15 05:34,1,979502,A1U9ZW9SEWWLJ0,1,,,,,,,,,,,,,,,,,,,,,1,5,63.061,63.061,64.031,1,1,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,6,5,4,5,4,5,6,1,9,2,38.75990295,-119.6134949,-1
R_eDrRX1YUfxg0JJH,Default Response Set,Anonymous,,,24.253.155.62,0,26/11/15 05:33,26/11/15 05:34,1,585008,A091751815T19WQV7KDMD,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,28.806,28.806,30.516,1,1,4,5,5,,,,,,,,,,,1,5,3,2,3,4,2,3,3,2,5,38,1,36.89289856,-76.14679718,-1
R_6sZvzJLgPEFIj8V,Default Response Set,Anonymous,,,50.180.51.38,0,26/11/15 05:36,26/11/15 05:37,1,734734,A32QJF67JMJFKX,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,25.872,25.872,27.894,1,1,4,4,4,,,,,,,,,,,,,,,,,,,,,1,3,2,3,2,3,2,3,2,5,1,14,1,33.77189636,-84.37709808,-1
R_dnj6gGvqhNsO9wN,Default Response Set,Anonymous,,,104.174.23.18,0,26/11/15 05:34,26/11/15 05:39,1,414877,A38R23YJWI0B4P,1,1,6,47.643,47.643,49.493,1,1,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,4,7,5,2,3,5,4,3,1,22,1,34.16479492,-118.4008026,-1
