ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,MTurkCode,Code,AttrChair,AttrChair2,UglyChair,UglyChair2,Losers,Losers2,year,sex,LocationLatitude,LocationLongitude,LocationAccuracy
R_6gwyKg78wd1sbYx,Default Response Set,Anonymous,,,75.88.151.35,0,11/16/2015 3:12,11/16/2015 3:14,1,438243,A2VGEE0ZIZ8CBQ,,,2,,,,36,1,42.82449341,-91.54799652,-1
R_9uTl0gSIFqq3HSt,Default Response Set,Anonymous,,,107.193.194.194,0,11/16/2015 3:31,11/16/2015 3:32,1,284359,A299CU7U9QX3E7,,,,,2,,46,1,41.77760315,-87.86049652,-1
R_7Utcx7rDOkwV9Hv,Default Response Set,Anonymous,,,73.250.54.57,0,11/16/2015 3:36,11/16/2015 3:38,1,547472,A3F3FYSJA57J0E,,2,,,,,31,1,38.67799377,-77.31970215,-1
R_cTOc3GKzoqFITWd,Default Response Set,Anonymous,,,50.53.252.210,0,11/16/2015 3:40,11/16/2015 3:41,1,455875,ARJ6SPCZJVARE,,2,,,,,11,1,45.47410583,-122.3787003,-1
R_cxduKioHd9Fz2u1,Default Response Set,Anonymous,,,99.98.69.57,0,11/16/2015 3:40,11/16/2015 3:42,1,642380,ADKDC01XTYCIJ,,,,,,1,26,2,35.05220032,-92.50440216,-1
R_4N1wG8qbJF3y5mZ,Default Response Set,Anonymous,,,75.167.225.212,0,11/16/2015 3:42,11/16/2015 3:43,1,297116,A3QLGI4H68NIN3,2,,,,,,14,2,42.55070496,-90.69309998,-1
R_4VlQmG7qZFomitD,Default Response Set,Anonymous,,,108.66.55.242,0,11/16/2015 3:51,11/16/2015 3:52,1,376782,A3SYE2NNXTNHUW,,,,,2,,17,2,42.05340576,-88.05400085,-1
R_0wDrjk4eQzuhv3T,Default Response Set,Anonymous,,,50.45.134.173,0,11/16/2015 4:02,11/16/2015 4:06,1,940487,AF33681RI3ES8,2,,,,,,33,1,45.47410583,-122.3787003,-1
R_diLIIXVSQMWB8MJ,Default Response Set,Anonymous,,,108.171.119.15,0,11/16/2015 4:16,11/16/2015 4:17,1,637538,A2KPR3Y3H32ZX0,1,,,,,,14,1,40.688797,-74.02030182,-1
R_cM8DFzoVM5rLlch,Default Response Set,Anonymous,,,50.107.135.127,0,11/16/2015 4:32,11/16/2015 4:33,1,218969,AZTYIBLLB60V8,,,,,,2,25,2,41.56010437,-75.80460358,-1
R_cwJnx224zNuShhP,Default Response Set,Anonymous,,,73.23.176.112,0,11/16/2015 4:35,11/16/2015 4:36,1,289565,A3FQC8ZAQ7SYEJ,,,,2,,,16,2,26.18730164,-81.71130371,-1
R_4ONsWafS80IKUpD,Default Response Set,Anonymous,,,24.231.133.133,0,11/16/2015 4:39,11/16/2015 4:40,1,134802,A2HPX33XLVRKVI,,,,,2,,43,1,45.92779541,-87.99440002,-1
R_86ZjsTfO8QNHIDb,Default Response Set,Anonymous,,,161.208.15.34,0,11/16/2015 4:50,11/16/2015 4:52,1,370694,AT1J2UIVT0X8E,,,,,,1,9,2,45.51809692,-122.6750946,-1
R_3dwFEA2US6KG4VT,Default Response Set,Anonymous,,,72.174.246.160,0,11/16/2015 5:06,11/16/2015 5:08,1,321563,A2CU75UPXCS8J6,,,,,,2,40,1,41.10339355,-104.905899,-1
R_7882L956lTyFWKx,Default Response Set,Anonymous,,,73.224.92.4,0,11/16/2015 5:24,11/16/2015 5:26,1,741219,A1JV64BL3WCK0G,,2,,,,,23,2,30.16720581,-81.77149963,-1
R_beaAKenwMssBPLv,Default Response Set,Anonymous,,,68.107.120.134,0,11/16/2015 5:26,11/16/2015 5:27,1,902555,A305X6KMRX5K8H,,,,,,1,14,1,32.70820618,-117.2317963,-1
R_5APX83SEXQvndrL,Default Response Set,Anonymous,,,67.10.100.19,0,11/16/2015 5:29,11/16/2015 5:29,1,355381,A3BI98I9V2FL0T,,1,,,,,16,1,31.87240601,-106.3470001,-1
R_dclmIrm5KEWEH1r,Default Response Set,Anonymous,,,67.20.254.154,0,11/16/2015 5:31,11/16/2015 5:32,1,674000,A2F0SQOQEPN506,2,,,,,,19,1,40.6421051,-79.94450378,-1
R_5jt415wxc41bKRv,Default Response Set,Anonymous,,,162.227.253.59,0,11/16/2015 5:31,11/16/2015 5:32,1,170261,A12SMSQ6D5227J,,,,2,,,20,2,34.20469666,-118.3023987,-1
R_0rCFq6ofsGxJ3CZ,Default Response Set,Anonymous,,,73.0.37.191,0,11/16/2015 5:30,11/16/2015 5:32,1,347826,ANK8K5WTHJ61C,,,,2,,,33,2,26.00900269,-80.40910339,-1
R_bxdDJ9fZ3H3Np65,Default Response Set,Anonymous,,,24.16.250.189,0,11/16/2015 5:31,11/16/2015 5:32,1,380315,A11UQWFUDNIHIL,,,,,2,,26,2,47.64759827,-122.5363998,-1
R_3luZclVA8kI88SN,Default Response Set,Anonymous,,,69.47.167.70,0,11/16/2015 5:32,11/16/2015 5:34,1,200275,A3S8P7FF3ZY0OE,2,,,,,,15,1,39.96809387,-82.87030029,-1
R_aY0kG7u19QdHXbn,Default Response Set,Anonymous,,,107.10.82.141,0,11/16/2015 5:35,11/16/2015 5:36,1,848967,A3F699LOI9WC88,,,,2,,,15,1,44.24530029,-88.3647995,-1
R_cJ7hPeIiQTnilRX,Default Response Set,Anonymous,,,108.50.217.4,0,11/16/2015 5:40,11/16/2015 5:44,1,799546,A1LT43OZFXD7XK,,,,,2,,58,2,40.74110413,-74.22930145,-1
R_1BrjpnvyMNs7q6x,Default Response Set,Anonymous,,,23.28.33.11,0,11/16/2015 5:48,11/16/2015 5:50,1,290115,A3OJCWC178255T,,,,,,2,13,2,42.6625061,-84.06739807,-1
R_b2fDS7dYAKvHMUZ,Default Response Set,Anonymous,,,172.56.11.167,0,11/16/2015 5:50,11/16/2015 5:51,1,874923,AW6VJZAAJXGAT,,,,2,,,12,1,42.50959778,-82.93609619,-1
