V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,intro,time_front_1,time_front_2,time_front_3,time_front_4,RL_index_1,RL_index_2,RL_index_3,RL_index_4,RL_index_5,RL_index_6,RL_index_7,RL,partyid,partywhich,partylean,govsymp,A_intro,F+Act.Stim,F+Act.Time_1,F+Act.Time_2,F+Act.Time_3,F+Act.Time_4,F-Act.Stim,F-Act.Time_1,F-Act.Time_2,F-Act.Time_3,F-Act.Time_4,F+For.Stim,F+For.Time_1,F+For.Time_2,F+For.Time_3,F+For.Time_4,F-For.Stim,F-For.Time_1,F-For.Time_2,F-For.Time_3,F-For.Time_4,F+Cha.Stim,F+Cha.Time_1,F+Cha.Time_2,F+Cha.Time_3,F+Cha.Time_4,F-Cha.Stim,F-Cha.Time_1,F-Cha.Time_2,F-Cha.Time_3,F-Cha.Time_4,Q230,Act.Find,Act.Solve,Q233,Act.Char_1,Act.Char_2,Act.Char_3,Act.Char_4,Act.Char_5,Act.Char_6,Act.Char_7,Act.Char_8,Q247,For.Find,For.Solve,Q250,For.Char_1,For.Char_2,For.Char_3,For.Char_4,For.Char_5,For.Char_6,For.Char_7,For.Char_8,Q252,Cha.Find,Cha.Solve,Q255,Cha.Char_1,Cha.Char_2,Cha.Char_3,Cha.Char_4,Cha.Char_5,Cha.Char_6,Cha.Char_7,Cha.Char_8,J_Back_1,J_Back_2_1,J_Back_2_2,J_Back_2_3,J_Back_2_4,J_Back_2_5,J_Back_2_7,J_Back_2_8,J_Back_3,J_Back_4,J_Back_5,J_Intro,J_Ind1_AU,Ind1_Tid_A_1,Ind1_Tid_A_2,Ind1_Tid_A_3,Ind1_Tid_A_4,J_Ind1_KU,Ind1_Tid_K_1,Ind1_Tid_K_2,Ind1_Tid_K_3,Ind1_Tid_K_4,J_Ind2_AU,Ind2_Tid_A_1,Ind2_Tid_A_2,Ind2_Tid_A_3,Ind2_Tid_A_4,J_Ind2_KU,Ind2_Tid_K_1,Ind2_Tid_K_2,Ind2_Tid_K_3,Ind2_Tid_K_4,J_Ind3_AU,Ind3_Tid_A_1,Ind3_Tid_A_2,Ind3_Tid_A_3,Ind3_Tid_A_4,J_Ind3_KU,Ind3_Tid_K_1,Ind3_Tid_K_2,Ind3_Tid_K_3,Ind3_Tid_K_4,J_Post_1,J_Post_2,J_Post_3,Q58,Gender,Age,Edu_Own,Edu_Own_TEXT,GapYears,Study,Study_TEXT,Quota,Quota_TEXT,Grades,Housing,Housing_TEXT,Income_Own,PopSize,Income_M,Income_F,Job_M,Job_M_TEXT,Job_F,Job_F_TEXT,Edu_M,Edu_M_TEXT,Edu_F,Edu_F_TEXT,LastVote,VoteNow,LocationLatitude,LocationLongitude,LocationAccuracy
R_qDGiGfVcRI2gOSl,Default Response Set,Anonymous,,,192.38.33.17,0,9/28/2015 11:14,9/28/2015 11:24,1,1,8.357,47.394,50.269,8,4,1,1,4,1,4,1,3,2,,4,4,1,,,,,,,,,,,1,0,0,46.47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,8,1,9,6,9,6,9,6,6,9,,,,,,,,,,,,,1,,,,,1,,,11,4,1,1,9,7.016,7.016,8.288,1,,,,,,,,,,,8,22.922,22.922,23.934,1,,,,,,6,10.708,10.708,12.231,1,7,3,2,1,2,21,4,,2,3,,1,,"12,4",6,,70-80.000,300,500.000 (tror jeg),500.000 (tror jeg),6,,6,,6,,6,,4,4,56.15339661,10.22549438,-1
R_0kZwKFtVs4HjLXP,Default Response Set,Anonymous,,,192.38.33.19,0,9/28/2015 11:14,9/28/2015 11:24,1,1,4.78,92.077,98.903,7,1,5,5,2,3,3,5,11,1,5,,9,1,,,,,,1,0,0,48.767,0,,,,,,,,,,,,,,,,,,,,,1,2,2,1,4,8,2,7,1,2,1,11,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,11,3,9,1,9,8.418,8.418,9.189,1,,,,,,,,,,,6,9.332,10.493,11.749,2,,,,,,1,19.606,19.606,20.658,1,3,3,7,1,1,19,2,,0,3,,1,,"8,1",3,,,28,205,400,1,,2,,1,,2,,5,5,56.15339661,10.22549438,-1
R_2DZ8iIL0nTyjRw5,Default Response Set,Anonymous,,,192.38.33.14,0,9/28/2015 11:14,9/28/2015 11:24,1,1,11.914,82.628,83.711,9,2,5,4,1,2,1,4,8,2,,5,7,1,,,,,,1,0,0,57.349,0,,,,,,,,,,,,,,,,,,,,,1,3,4,1,8,6,4,4,4,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,11,4,5,1,11,6.97,6.97,7.678,1,,,,,,,,,,,5,24.666,24.666,25.798,1,,,,,,8,11.378,11.378,12.304,1,8,3,7,1,2,20,4,,0,3,,1,,"11,1",6,,60,800,,,2,,2,,4,,2,,5,1,56.15339661,10.22549438,-1
R_1Q0eUkwAMElDBmq,Default Response Set,Anonymous,,,192.38.33.16,0,9/28/2015 11:09,9/28/2015 11:24,1,1,15.777,49.605,50.971,7,3,5,1,5,1,6,1,3,2,,10,2,1,,,,,,,,,,,,,,,,1,0,0,38.829,0,,,,,,,,,,,,,,,,,,,,,,,1,6,6,1,9,6,6,7,8,8,8,9,,,,,,,,,,,,,1,,,,,,1,,11,3,4,1,11,9.706,9.706,11.265,1,,,,,,11,14.351,14.351,15.974,1,,,,,,,,,,,8,12.22,12.22,14.497,1,10,4,7,1,2,19,6,,0,3,,1,,"10,2",7,,40000,18000,250000,250000,10,,1,,7,"Ingen ting, droppede ud af folkeskolen",7,"Ingen ting, kommer fra nomade-familie",10,10,56.15339661,10.22549438,-1
R_2EBhOjhzqKFCxw4,Default Response Set,Anonymous,,,192.38.33.20,0,9/28/2015 11:14,9/28/2015 11:24,1,1,10.185,44.33,46.08,9,4,2,1,4,1,5,1,3,1,10,,4,1,,,,,,1,2.699,2.699,48.654,1,,,,,,,,,,,,,,,,,,,,,1,8,4,1,10,9,9,7,4,6,8,5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,10,3,6,1,10,8.018,9.292,10.457,2,,,,,,,,,,,9,9.302,16.308,17.474,3,,,,,,7,6.789,7.719,9.039,2,5,2,4,1,1,20,4,,1,3,,1,,"11,2",3,,70,40,2.000.000,1.200.000,11,Overlæge,4,,6,,6,,10,10,56.15339661,10.22549438,-1
R_1IFtjWRuC0ArtRx,Default Response Set,Anonymous,,,192.38.33.20,0,9/28/2015 11:14,9/28/2015 11:24,1,1,46.268,69.913,72.979,7,4,1,1,4,1,3,2,3,2,,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,40.939,0,,,,,,,,,,,,,,,,,,,,,,,,,1,8,5,1,9,6,6,9,9,9,6,9,1,,,,,,1,,11,5,11,1,8,11.306,12.183,13.074,2,,,,,,11,8.356,8.356,9.106,1,,,,,,3,23.462,23.462,24.518,1,,,,,,1,5,11,1,2,21,4,,2,3,,1,,"11,6",1,,70000,1000000,500000,300000,4,,3,,6,,2,,4,4,56.15339661,10.22549438,-1
R_1IGVt2OVDXWIOeo,Default Response Set,Anonymous,,,192.38.33.11,0,9/28/2015 11:14,9/28/2015 11:25,1,1,9.204,64.786,65.952,7,4,4,2,5,1,3,2,4,3,,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,56.823,0,,,,,,,,,,,,,,,,,,,,,,,,,1,7,4,1,4,3,5,3,6,4,7,4,1,1,,,,1,,,9,4,5,1,10,15.2,16.68,17.347,2,,,,,,,,,,,8,16.483,16.483,17.503,1,4,5.872,5.872,8.188,1,,,,,,4,4,7,1,2,21,4,,1,3,,1,,"10,4",3,,70.8,70,Ukendt,Ukendt ,2,,3,,5,,3,,4,2,56.15339661,10.22549438,-1
R_1QcRM1zXXnrwEYA,Default Response Set,Anonymous,,,192.38.33.19,0,9/28/2015 11:14,9/28/2015 11:25,1,1,17.768,70.08,71.65,9,5,2,1,3,1,6,1,3,2,,4,2,1,,,,,,,,,,,,,,,,1,0,0,48.579,0,,,,,,,,,,,,,,,,,,,,,,,1,6,6,1,7,6,5,5,7,5,7,8,,,,,,,,,,,,,1,,,,,1,,,10,6,3,1,7,9.7,14.65,15.815,3,,,,,,,,,,,10,27.864,32.052,34.689,4,9,15.981,28.888,31.176,6,,,,,,6,4,3,1,1,21,4,,2,3,,2,,,2,,,300,,,6,,4,,6,,6,,10,14,56.15339661,10.22549438,-1
R_1HcsNk9SDqja1WS,Default Response Set,Anonymous,,,192.38.33.20,0,9/28/2015 11:14,9/28/2015 11:25,1,1,29.294,73.306,74.29,7,2,4,2,2,1,4,2,4,1,2,,4,1,1,35.645,35.645,37.646,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,1,5,9,6,8,4,6,4,4,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,11,3,3,1,8,14.791,14.791,16.198,1,,,,,,9,10.117,10.117,11.088,1,,,,,,,,,,,4,12.203,13.569,14.756,2,7,4,4,1,2,20,4,,1,3,,1,,"9,6",6,,90000,43000,1000000,50000,4,,2,,4,,4,,2,2,56.15339661,10.22549438,-1
R_3nBDhciDCLGJiSY,Default Response Set,Anonymous,,,192.38.33.15,0,9/28/2015 11:15,9/28/2015 11:25,1,1,8.166,64.19,66.462,7,4,2,1,3,2,4,2,4,1,1,,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,49.137,0,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,1,9,9,9,8,6,6,6,10,1,,,,,,1,,8,2,8,1,6,19.055,19.055,30.184,1,,,,,,,,,,,8,8.39,8.39,9.266,1,6,19.33,19.33,20.287,1,,,,,,5,2,7,1,1,20,4,,1,3,,1,,"11,2",3,,70000,23000,350,550,4,,4,,5,,6,,1,14,56.15339661,10.22549438,-1
R_2zv8weGMXJAzijp,Default Response Set,Anonymous,,,192.38.33.18,0,9/28/2015 11:11,9/28/2015 11:25,1,1,231.724,270.01,271.522,10,4,2,1,1,1,2,2,8,3,,1,4,1,1,1.495,1.495,37.075,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,9,9,8,8,2,6,4,9,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,11,6,1,1,8,3.038,16.056,17.431,4,,,,,,,,,,,9,4.525,5.561,6.623,2,4,6.193,6.193,7.651,1,,,,,,8,6,1,1,2,22,1,,3,2,,1,,"9,4",2,,60,1200,410000,400000,3,,3,,5,,5,,1,1,56.15339661,10.22549438,-1
R_12EZ2s3mLLwf4U9,Default Response Set,Anonymous,,,192.38.33.19,0,9/28/2015 11:16,9/28/2015 11:25,1,1,7.872,43.835,45.428,8,5,5,2,2,2,3,3,5,2,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.555,2.522,37.935,3,,,,,,,,,,,,,,,,,,,,,,,,,1,7,6,1,7,7,7,8,8,8,7,8,1,,,,,1,,,9,6,4,1,7,4.619,4.619,6.402,1,,,,,,,,,,,7,23.592,23.592,25.241,1,,,,,,6,5.858,7.583,8.415,2,7,2,6,1,1,20,4,,2,3,,1,,"10,3",7,,10000 (SU hjemmeboende),250000,290000,500000,3,,4,,4,,6,,1,1,56.15339661,10.22549438,-1
R_SBlmiE75Ez6Jsw9,Default Response Set,Anonymous,,,192.38.33.17,0,9/28/2015 11:15,9/28/2015 11:25,1,1,29.474,84.319,85.791,7,2,5,3,1,1,4,3,6,1,2,,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,44.49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,4,1,8,6,4,4,4,4,4,6,1,,,,,,1,,8,6,10,1,8,13.259,13.259,14.458,1,,,,,,8,14.836,14.836,16.55,1,,,,,,,,,,,8,7.033,7.033,8.361,1,6,6,10,1,2,19,4,,0,3,,1,,"9,9",7,,25000,300000,300000,1000000,2,,2,,5,,5,,2,2,56.15339661,10.22549438,-1
R_3Ec1RTPSrt5LCCA,Default Response Set,Anonymous,,,192.38.33.13,0,9/28/2015 11:11,9/28/2015 11:25,1,1,16.135,72.341,73.808,8,3,1,1,3,1,3,2,4,2,,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,52.584,0,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,1,8,2,6,3,4,5,4,6,1,,,,,1,,,7,6,1,1,,,,,,8,6.34,6.34,7.48,1,8,5.808,5.808,8.585,1,,,,,,4,13.992,13.992,15.837,1,,,,,,5,4,4,1,2,20,4,,2,3,,1,,"10,0",6,,70000,22000,540000,650000,4,,4,,6,,6,,4,14,56.15339661,10.22549438,-1
R_sGPVUwieX2euDdv,Default Response Set,Anonymous,,,192.38.33.19,0,9/28/2015 11:15,9/28/2015 11:25,1,1,3.246,70.398,71.842,10,3,2,3,2,2,2,2,7,2,,8,7,1,,,,,,1,0,0,40.203,0,,,,,,,,,,,,,,,,,,,,,1,4,4,1,6,6,9,6,6,8,6,9,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,11,3,5,1,7,8.191,8.191,9.681,1,,,,,,,,,,,11,7.095,8.757,10.261,2,7,15.28,15.28,17.005,1,,,,,,6,3,4,1,2,18,4,,0,3,,1,,"11,5",2,,72,5,300,300,2,,1,,5,,2,,8,14,56.15339661,10.22549438,-1
R_ypSDrAABYutO9G1,Default Response Set,Anonymous,,,192.38.33.12,0,9/28/2015 11:14,9/28/2015 11:25,1,1,5.727,70.087,71.104,12,1,2,4,1,3,2,4,8,2,,8,8,1,,,,,,,,,,,1,1.865,32.834,40.876,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,2,1,10,11,9,8,6,9,5,8,,,,,,,,,,,,,1,,,,,,1,,8,6,3,1,,,,,,8,19.169,19.169,20.143,1,10,5.031,5.031,5.888,1,,,,,,,,,,,4,8.511,8.511,10.405,1,4,6,3,1,1,20,4,,1,3,,1,,"10,2",2,,100,35,400,600,4,,4,,6,,6,,8,8,56.15339661,10.22549438,-1
R_2azsZ2Jf43Xn71I,Default Response Set,Anonymous,,,192.38.33.17,0,9/28/2015 11:14,9/28/2015 11:25,1,1,22.849,85.38,86.533,9,4,2,4,5,1,1,5,3,2,,9,1,1,,,,,,1,0,0,59.166,0,,,,,,,,,,,,,,,,,,,,,1,6,6,1,8,8,8,8,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,10,5,10,1,8,20.408,20.408,21.365,1,,,,,,,,,,,11,20.131,20.131,21.346,1,10,13.244,13.244,14.262,1,,,,,,3,5,9,1,2,22,4,,3,3,,2,,,,,,,,,6,,6,,2,,2,,9,9,56.15339661,10.22549438,-1
R_2dAPJLuKwtBjDBK,Default Response Set,Anonymous,,,192.38.33.13,0,9/28/2015 11:14,9/28/2015 11:25,1,1,10.575,53.39,54.852,7,2,5,3,1,2,3,3,9,2,,5,8,1,,,,,,,,,,,,,,,,,,,,,1,0,0,44.263,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,5,1,8,5,7,4,6,6,4,10,1,,,,,,1,,11,3,9,1,,,,,,6,16.614,16.614,18.364,1,,,,,,8,17.818,18.795,20.434,2,6,9.298,9.298,10.624,1,,,,,,9,2,8,1,2,20,4,,0,3,,1,,"13,1",6,,60000,2000,200000,600000,10,,4,,3,,5,,5,12,56.15339661,10.22549438,-1
R_1M6zXhQCdUpTyEk,Default Response Set,Anonymous,,,192.38.33.18,0,9/28/2015 11:14,9/28/2015 11:25,1,1,1.168,65.112,66.148,10,3,2,1,4,1,3,2,5,1,2,,2,1,,,,,,,,,,,1,0,0,44.304,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,1,7,8,7,6,5,6,6,7,,,,,,,,,,,,,1,,,,,,1,,11,6,3,1,,,,,,10,10.545,10.545,11.3,1,9,17.696,17.696,18.704,1,,,,,,,,,,,2,11.262,11.262,22.078,1,6,6,4,1,1,20,4,,1,3,,1,,"13,1",5,,85000,300000,1100000,850000,4,,4,,6,,6,,10,2,56.15339661,10.22549438,-1
R_31ynGFmRxdzFJtm,Default Response Set,Anonymous,,,192.38.33.14,0,9/28/2015 11:14,9/28/2015 11:25,1,1,15.801,68.751,69.774,8,3,2,2,4,1,4,2,4,1,4,,2,1,,,,,,,,,,,1,0,0,47.956,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,1,6,6,6,6,6,6,6,6,,,,,,,,,,,,,1,,1,,,,,,9,3,1,1,,,,,,3,13.06,13.06,14.466,1,,,,,,8,8.42,8.42,10.197,1,5,20.346,20.346,21.797,1,,,,,,9,2,3,1,2,21,4,,1,3,,1,,"12,3",1,,80000,100,?,?,11,lærer,2,,5,,2,,4,4,56.15339661,10.22549438,-1
R_2R3O5Q3znYJD2bg,Default Response Set,Anonymous,,,192.38.33.12,0,9/28/2015 11:14,9/28/2015 11:25,1,1,11.759,57.836,67.69,8,2,2,4,1,1,2,4,5,3,,2,7,1,,,,,,,,,,,,,,,,1,0,0,64.809,0,,,,,,,,,,,,,,,,,,,,,,,1,5,4,1,9,4,6,5,7,7,6,7,,,,,,,,,,,,,1,,,,,1,,,11,6,1,1,5,8.754,8.754,10.448,1,,,,,,9,10.7,10.7,12.013,1,,,,,,,,,,,4,6.184,6.184,8.606,1,8,4,3,1,2,21,4,,2,3,,1,,"12,1",6,,Ved ikke,40,Ved ikke,Ved ikke,2,,2,,5,,2,,2,2,56.15339661,10.22549438,-1
R_bCP7UlyiKwDO2kh,Default Response Set,Anonymous,,,192.38.33.4,0,9/28/2015 11:15,9/28/2015 11:25,1,1,19.053,54.31,56.003,7,3,4,2,3,1,3,4,5,3,,10,5,1,,,,,,,,,,,1,0,0,48.703,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,6,1,8,8,10,9,6,7,5,10,,,,,,,,,,,,,1,,,,,1,,,11,6,3,1,8,9.108,9.108,10.562,1,,,,,,7,18.207,18.207,20.034,1,,,,,,7,4.564,6.801,7.648,2,,,,,,10,4,8,1,1,22,2,,2,3,,1,,10,3,,140000,10000,450000,500000,11,Landbrugskonsulent,11,Seniorforsker hos Foulum,5,,6,,10,10,56.15339661,10.22549438,-1
R_1hzBqSMnAUvBeKr,Default Response Set,Anonymous,,,192.38.33.14,0,9/28/2015 11:15,9/28/2015 11:25,1,1,17.089,77.704,79.986,7,3,4,2,1,2,3,2,6,1,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.931,1.931,50.241,1,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,1,7,7,8,4,3,5,3,2,2,1,,,,,,,10,4,7,1,6,17.43,18.635,19.771,2,,,,,,,,,,,11,10.322,10.322,13.021,1,7,7.341,7.341,8.779,1,,,,,,6,4,5,1,1,20,4,,0,3,,1,,"10,2",8,Lejet værelse hos et privat ægtepar,45,20,,,4,,4,,5,,5,,2,2,56.15339661,10.22549438,-1
R_RKxVukn0wa0M8Nj,Default Response Set,Anonymous,,,192.38.33.15,0,9/28/2015 11:14,9/28/2015 11:25,1,1,17.734,57.068,58.298,7,3,4,2,2,1,2,3,4,1,1,,3,1,,,,,,1,0,0,32.135,0,,,,,,,,,,,,,,,,,,,,,1,4,4,1,8,8,4,7,6,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,11,3,9,1,,,,,,10,12.655,12.655,20.547,1,,,,,,10,8.228,8.228,12.486,1,8,10.7,10.7,11.674,1,,,,,,9,2,8,1,2,20,4,,1,2,,1,,"11,2",3,,108,80,300,720,3,,4,,5,,5,,1,1,56.15339661,10.22549438,-1
R_1ri5Zhl9sWDWLcG,Default Response Set,Anonymous,,,192.38.33.11,0,9/28/2015 11:14,9/28/2015 11:25,1,1,11.149,84.096,88.242,7,4,3,1,5,1,3,2,3,3,,4,2,1,,,,,,,,,,,,,,,,1,0,0,44.335,0,,,,,,,,,,,,,,,,,,,,,,,1,4,3,1,5,3,7,9,6,4,3,5,,,,,,,,,,,,,1,,,,,1,1,,9,2,5,1,10,3.973,3.973,5.404,1,,,,,,,,,,,10,4.761,4.761,5.653,1,9,11.7,13.33,14.713,2,,,,,,6,4,3,1,1,21 år,4,,1 år,3,,1,,"10,8",3,,ca. 70.800,5000,150,900,2,,6,,5,,6,,4,4,56.15339661,10.22549438,-1
R_2t5JUQIgUdalzOG,Default Response Set,Anonymous,,,192.38.33.16,0,9/28/2015 11:14,9/28/2015 11:25,1,1,11.116,61.138,63.194,7,1,2,2,4,1,2,2,6,1,2,,4,1,,,,,,1,0,0,56.522,0,,,,,,,,,,,,,,,,,,,,,1,6,4,1,9,7,7,6,6,7,5,8,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,11,4,7,1,,,,,,4,24.797,24.797,27.105,1,,,,,,5,10.326,10.326,12.804,1,4,15.87,15.87,20.124,1,,,,,,7,3,6,1,1,22,4,,2,3,,1,,"9,3",2,,,45,,1.700.000,,,11,Ledende Overlæge,6,,6,,2,2,56.15339661,10.22549438,-1
R_2aITKOHSYOh2tAl,Default Response Set,Anonymous,,,192.38.33.19,0,9/28/2015 11:14,9/28/2015 11:25,1,1,12.013,55.84,57.659,9,2,4,3,1,2,2,3,8,3,,8,7,1,,,,,,,,,,,1,0,0,36.274,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,7,1,8,10,8,8,6,7,7,9,,,,,,,,,,,,,1,1,1,,,,,,11,4,7,1,,,,,,5,15.762,15.762,16.997,1,,,,,,7,9.964,9.964,11.289,1,7,13.325,13.325,15.117,1,,,,,,7,4,6,1,1,18,4,,0,3,,1,,"9,3",7,,40,55,320,340,2,,6,,4,,5,,8,1,56.15339661,10.22549438,-1
R_1poFIaFmSRuAqHz,Default Response Set,Anonymous,,,192.38.33.20,0,9/28/2015 11:16,9/28/2015 11:25,1,1,14.706,53.166,54.797,8,3,4,1,3,1,3,2,3,3,,9,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,34.026,0,,,,,,,,,,,,,,,,,,,,,,,,,1,7,5,1,10,10,8,7,8,7,5,6,1,,1,,,1,,,11,3,6,1,9,10.636,10.636,11.823,1,,,,,,11,9.216,9.216,10.386,1,,,,,,9,23.213,23.213,24.635,1,,,,,,7,4,9,1,2,21,4,,3,3,,2,,"7,9",6,,48000,300000,,,6,,2,,5,,4,,9,9,56.15339661,10.22549438,-1
R_PMweOT4qiRvKcrT,Default Response Set,Anonymous,,,192.38.33.14,0,9/28/2015 11:14,9/28/2015 11:25,1,1,14.219,61.085,63.923,7,1,5,2,1,1,2,4,4,2,,5,9,1,,,,,,1,0,0,40.914,0,,,,,,,,,,,,,,,,,,,,,1,8,8,1,8,9,9,6,7,5,9,10,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,11,4,4,1,,,,,,7,8.649,8.649,11.059,1,8,17.929,17.929,18.908,1,,,,,,9,7.229,7.229,11.676,1,,,,,,9,4,7,1,1,21,4,,2,3,,1,,9.4,8,hjemløs fra i morgen,60000,5500,300000,250000,3,,10,,6,,1,,8,5,56.15339661,10.22549438,-1
R_tKx5SliAS2K6pB7,Default Response Set,Anonymous,,,192.38.33.18,0,9/28/2015 11:14,9/28/2015 11:25,1,1,9.834,51.048,53.028,9,3,4,4,2,2,1,4,6,2,,13,2,1,,,,,,1,0,0,34.483,0,,,,,,,,,,,,,,,,,,,,,1,4,8,1,9,9,10,8,7,4,5,9,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,9,4,5,1,,,,,,10,7.471,8.563,10.399,2,,,,,,8,6.357,6.357,10.801,1,2,12.156,14.56,18.427,2,,,,,,9,3,7,1,1,18,4,,0,3,,1,,"10,9",7,,12000,3500,,,2,,2,,5,,2,,1,1,56.15339661,10.22549438,-1
R_1dB9x0FtOfc50QZ,Default Response Set,Anonymous,,,192.38.33.18,0,9/28/2015 11:14,9/28/2015 11:25,1,1,14.638,74.445,75.558,9,4,5,3,2,3,4,4,12,2,,9,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,64.595,0,,,,,,,,,,,,,,,,,,,,,,,,,1,8,7,1,8,6,7,7,7,7,6,9,1,1,1,,1,1,,,10,3,9,1,6,7.838,7.838,8.833,1,,,,,,,,,,,6,19.411,25.488,26.586,5,,,,,,3,8.362,8.362,9.573,1,5,3,8,1,1,19,2,,0,3,,1,,11.7,7,,22,115,100-200.000,200-300.000,3,,1,,1,,2,,9,9,56.15339661,10.22549438,-1
R_3Piz5jk3QlKunMR,Default Response Set,Anonymous,,,192.38.33.13,0,9/28/2015 11:14,9/28/2015 11:25,1,1,10.358,42.701,43.893,7,5,4,1,5,1,5,1,1,1,9,,2,1,,,,,,,,,,,1,0,0,37.27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,7,1,7,6,8,8,7,8,8,8,,,,,,,,,,,,,1,,,,,,1,,11,4,6,1,11,7.136,7.136,8.959,1,,,,,,10,12.117,13.191,14.379,2,,,,,,5,10.425,10.425,11.873,1,,,,,,6,4,9,1,2,22,4,,2,3,,1,,"10,6",6,,78,320,215,147,7,,7,,3,,2,,9,9,56.15339661,10.22549438,-1
R_3yokTujAQ2Mykq5,Default Response Set,Anonymous,,,192.38.33.14,0,9/28/2015 11:15,9/28/2015 11:25,1,1,8.654,62.157,64.66,11,5,3,1,4,1,4,2,1,2,,9,1,1,,,,,,1,0,0,45.658,0,,,,,,,,,,,,,,,,,,,,,1,5,7,1,8,10,8,5,5,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,,,,11,4,3,1,,,,,,8,8.695,8.695,10.049,1,4,22.077,22.077,23.685,1,,,,,,,,,,,4,11.16,11.16,12.22,1,7,4,4,1,1,20,4,,2,3,,2,,"7,9",3,,100000,21000,0,700000,11,Doed,4,,6,,6,,2,4,56.15339661,10.22549438,-1
R_2aRgId06AFQwv8X,Default Response Set,Anonymous,,,192.38.33.15,0,9/28/2015 11:12,9/28/2015 11:25,1,1,13.79,75.607,77.322,7,1,3,4,2,2,1,4,10,1,5,,9,1,1,0,0,39.401,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,9,1,6,8,8,9,6,9,6,11,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,11,6,6,1,,,,,,8,17.733,17.733,18.957,1,10,7.147,7.147,7.928,1,,,,,,,,,,,1,9.726,9.726,11.253,1,8,3,6,1,1,24,4,,4,4,,3,"Kvote 2, standby","4,5",6,,110,10,350,1.200.000,3,,4,,5,,6,,5,5,56.15339661,10.22549438,-1
R_cCNzkjgKlhE5Gpz,Default Response Set,Anonymous,,,192.38.33.11,0,9/28/2015 11:13,9/28/2015 11:25,1,1,31.084,121.052,121.946,7,1,4,2,2,4,2,4,8,3,,8,9,1,,,,,,,,,,,,,,,,,,,,,1,0,0,65.176,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,1,2,4,9,9,4,2,4,7,1,,,,,,1,,11,3,3,1,3,23.888,31.255,32.334,2,,,,,,9,18.561,18.561,19.906,1,,,,,,4,12.091,12.091,13.292,1,,,,,,9,4,7,1,2,20,4,,1 år,3,,1,,"11,1",6,,120,20,400,400,8,,5,,6,,2,,8,8,56.15339661,10.22549438,-1
